As Of Date,Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
11/25/2023,202104779,945921,Substantiated (Command Discipline B),Substantiated (Command Discipline B),02/28/2023,No,,,,,,Command Discipline - B (Vacation: 3 days)
11/25/2023,200208171,928489,Substantiated (Charges),,05/28/2004,No,,,,,,Command Discipline - B
11/25/2023,200409961,932152,Substantiated (Charges),,06/28/2005,No,,,,,,Instructions
11/25/2023,201707882,953533,Substantiated (Command Discipline B),,03/28/2019,No,,,,,,Command Discipline - A
11/25/2023,200007316,900156,Substantiated (Charges),,,No,,,,,,
11/25/2023,201810683,953542,Substantiated (Command Lvl Instructions),,05/28/2020,No,,,,,,Instructions
11/25/2023,202002751,939003,Substantiated (Command Discipline B),,01/28/2021,No,,,,,,Closed Administratively (No penalty reported)
11/25/2023,201109074,937149,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
11/25/2023,200908196,947233,Substantiated (Charges),,08/28/2010,No,,,,,,Instructions
11/25/2023,200906048,942855,Substantiated (No Recommendations),,09/28/2010,No,,,,,,No penalty
11/25/2023,201214106,935153,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,02/18/2016,
11/25/2023,200305474,903205,Substantiated (Charges),,10/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200817766,946440,Substantiated (Charges),,05/28/2010,No,,,,,,Instructions
11/25/2023,201802098,938197,Substantiated (Command Discipline A),,09/28/2019,No,,,,,,Command Discipline - A
11/25/2023,202106236,949380,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2023,No,,,,,,Command Discipline - A
11/25/2023,202204496,945645,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200306347,896774,Substantiated (Charges),,09/28/2004,No,,,,,,Command Discipline - B
11/25/2023,202104269,960814,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202004217,953836,Substantiated (Formalized Training),Substantiated (Formalized Training),02/28/2023,No,,,,,,No penalty
11/25/2023,201510134,922757,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,No penalty
11/25/2023,201400407,948589,Substantiated (Command Discipline B),,07/28/2015,No,,,,,,Command Discipline - B
11/25/2023,201014287,946999,Substantiated (Charges),,04/28/2012,No,,,,,,Command Discipline - B
11/25/2023,200200289,890891,Substantiated (Instructions),,02/28/2003,No,,,,,,Instructions
11/25/2023,202106009,942525,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201017481,943258,Substantiated (Charges),,06/28/2012,No,,,,,,
11/25/2023,201308034,929966,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",11/17/2016,Dismissal Probation
11/25/2023,201401217,944249,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,Forfeit vacation 5 days,,Closed: Guilty after trial,10/24/2016,Forfeit vacation 7 days
11/25/2023,201205719,931162,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,11/01/2013,No penalty
11/25/2023,200309346,915461,Substantiated (Charges),,11/28/2004,No,,,,,,Instructions
11/25/2023,201701267,959968,Substantiated (Command Discipline B),,08/28/2018,No,,,,,,Command Discipline - B
11/25/2023,202003279,968347,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,No penalty
11/25/2023,202205119,945912,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,202105828,950247,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200509009,933046,Substantiated (Charges),,01/28/2007,No,,,,,,Command Discipline - A
11/25/2023,202203915,967965,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,202005543,967551,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
11/25/2023,202204040,970836,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,201602281,943338,Substantiated (Command Lvl Instructions),,08/28/2016,No,,,,,,Instructions
11/25/2023,202004324,962498,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: Charges not served,06/15/2023,
11/25/2023,201601726,936251,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - A
11/25/2023,200202998,912946,Substantiated (Command Discipline),,05/28/2004,No,,,,,,No penalty
11/25/2023,202107300,958691,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200809108,944276,Substantiated (Charges),,12/28/2009,No,,,,,,Command Discipline - B
11/25/2023,202206821,959090,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200103746,905490,Substantiated (Instructions),,,No,,,,,,
11/25/2023,201806934,951255,Substantiated (Command Discipline A),,02/28/2020,No,,,,,,Command Discipline - A
11/25/2023,202002984,946802,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
11/25/2023,202003027,950220,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,202201517,964200,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202101518,962838,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201501548,936393,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,11/09/2017,
11/25/2023,200102850,919472,Substantiated (Command Discipline),,06/28/2003,No,,,,,,
11/25/2023,200005751,895675,Substantiated (Charges),,02/28/2003,No,,,,,,
11/25/2023,202105178,965383,Substantiated (Command Discipline A),Substantiated (Command Discipline A),02/28/2023,No,,,,,,Command Discipline - A
11/25/2023,201801902,952889,Substantiated (Formalized Training),,07/28/2019,No,,,,,,Instructions
11/25/2023,201114577,926901,Substantiated (Charges),,06/28/2014,No,,,,,,Vacation: 3 days
11/25/2023,201300926,941148,Substantiated (Command Discipline),,08/28/2014,No,,,,,,Command Discipline - B
11/25/2023,201006429,947574,Substantiated (Command Discipline),,11/28/2011,No,,,,,,Command Discipline - B
11/25/2023,201702479,937294,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Command Discipline - A
11/25/2023,201804152,959021,Substantiated (Command Discipline A),,11/28/2019,No,,,,,,Command Discipline - A
11/25/2023,202000130,962672,Substantiated (Formalized Training),Substantiated (Formalized Training),02/28/2022,No,,,,,,Formalized Training
11/25/2023,201606686,937685,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
11/25/2023,201501773,941721,Substantiated (Command Discipline B),,09/28/2016,No,,,,,,Command Discipline - A
11/25/2023,201509017,941300,Substantiated (Command Lvl Instructions),,10/28/2016,No,,,,,,Instructions
11/25/2023,202101401,961964,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,Command Discipline - A (Vacation: 0.50 days)
11/25/2023,201115422,916873,Substantiated (Command Discipline),,11/28/2012,No,,,,,,No penalty
11/25/2023,202203041,958533,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,200502039,903216,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
11/25/2023,202200305,933306,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2023,No,,,,,,Command Discipline - A
11/25/2023,201305062,915098,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,04/07/2016,Forfeit vacation 3 days / Formalized Training
11/25/2023,200306106,924354,Substantiated (Charges),,09/28/2004,No,,,,,,Instructions
11/25/2023,201603886,952527,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Command Discipline - A
11/25/2023,200817564,943734,Substantiated (Instructions),,11/28/2009,No,,,,,,Command Discipline - B
11/25/2023,200515299,937743,Substantiated (Command Discipline),,06/28/2007,No,,,,,,No penalty
11/25/2023,201203655,946426,Substantiated (No Recommendations),,09/28/2013,No,,,,,,No penalty
11/25/2023,200300397,915517,Substantiated (Charges),,04/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202105781,935952,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,200601554,931170,Substantiated (Charges),,08/28/2008,No,,,,,,Vacation: 8 days
11/25/2023,201011577,930078,Substantiated (Charges),,02/28/2012,No,,,,,,Instructions
11/25/2023,201801809,919641,Substantiated (Command Lvl Instructions),,08/28/2019,No,,,,,,Formalized Training
11/25/2023,200602594,910596,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
11/25/2023,200101019,918671,Substantiated (Instructions),,,No,,,,,,
11/25/2023,202005010,958911,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
11/25/2023,200712972,928837,Substantiated (Command Discipline),,07/28/2008,No,,,,,,No penalty
11/25/2023,201102471,943966,Substantiated (Charges),,05/28/2012,No,,,,,,Instructions
11/25/2023,201304579,901441,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Reprimand,,Closed: Guilty after trial,01/08/2016,Reprimand
11/25/2023,202105358,967579,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200507503,934005,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
11/25/2023,201510020,934580,Substantiated (Command Discipline A),,,No,,,,,,
11/25/2023,201906142,965214,Substantiated (Command Lvl Instructions),,03/28/2021,No,,,,,,Instructions
11/25/2023,200919555,925971,Substantiated (Charges),,06/28/2011,No,,,,,,Instructions
11/25/2023,202003636,961483,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201708201,951919,Substantiated (Command Discipline B),,03/28/2019,No,,,,,,No penalty
11/25/2023,202002225,952747,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/28/2022,No,,,,,,No penalty
11/25/2023,201306708,940092,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 15 days,,Closed: Guilty after trial,02/04/2016,Forfeit vacation 15 days
11/25/2023,201806458,943924,Substantiated (Command Discipline B),,12/28/2019,No,,,,,,Formalized Training
11/25/2023,202003260,967547,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2022,No,,,,,,No penalty
11/25/2023,201305173,943253,Substantiated (Charges),,,Yes,Forfeit vacation 3 days,Forfeit vacation 2 days,,Closed: Guilty after trial,10/13/2015,Forfeit vacation 2 days
11/25/2023,201206313,928455,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,06/19/2015,
11/25/2023,200304111,916435,Substantiated (Charges),,08/28/2005,No,,,,,,Vacation: 10 days
11/25/2023,201602084,937481,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,Command Discipline - A
11/25/2023,200102064,916602,Substantiated (Instructions),,,No,,,,,,
11/25/2023,202105538,949413,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2023,No,,,,,,Command Discipline - A
11/25/2023,201311051,934580,Substantiated (Instructions),,05/28/2015,No,,,,,,Instructions
11/25/2023,200712103,929566,Substantiated (Charges),,02/28/2009,No,,,,,,No penalty
11/25/2023,202001260,965559,Substantiated (Command Discipline A),Substantiated (Formalized Training),07/28/2021,No,,,,,,Formalized Training
11/25/2023,201205372,930988,Substantiated (Command Discipline),,10/28/2013,No,,,,,,
11/25/2023,200604445,929522,Substantiated (Charges),,10/28/2007,No,,,,,,Command Discipline - A
11/25/2023,201908488,955709,Substantiated (Command Lvl Instructions),,04/28/2021,No,,,,,,Instructions
11/25/2023,201202858,914462,Substantiated (Charges),,07/28/2013,No,,,,,,No penalty
11/25/2023,202008465,960639,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,201706371,952929,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,06/26/2020,
11/25/2023,200302184,883565,Substantiated (Charges),,05/28/2005,No,,,,,,Vacation: 5 days
11/25/2023,201902427,949663,Substantiated (Formalized Training),,09/28/2020,No,,,,,,Instructions
11/25/2023,201115919,938308,Substantiated (Instructions),,05/28/2013,No,,,,,,No penalty
11/25/2023,200006530,906472,Substantiated (Charges),,,No,,,,,,
11/25/2023,200005820,897328,Substantiated (Charges),,,No,,,,,,
11/25/2023,201901517,947642,Substantiated (Command Discipline A),,12/28/2021,No,,,,,,Formalized Training
11/25/2023,200404539,911797,Substantiated (Charges),,10/28/2005,No,,,,,,Instructions
11/25/2023,200402436,901847,Substantiated (Charges),,12/28/2005,No,,,,,,No penalty
11/25/2023,201017393,939125,Substantiated (Charges),,06/28/2012,No,,,,,,Instructions
11/25/2023,202003372,958654,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Charges not served,07/15/2023,
11/25/2023,202008044,965980,Substantiated (Command Discipline B),Substantiated (Command Discipline B),02/28/2023,No,,,,,,No penalty
11/25/2023,202101528,968045,Substantiated (Command Discipline A),Substantiated (Formalized Training),11/28/2022,No,,,,,,No penalty
11/25/2023,201701097,956794,Substantiated (Command Lvl Instructions),,07/28/2018,No,,,,,,Instructions
11/25/2023,201706120,952002,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Command Discipline - A
11/25/2023,200304431,893692,Substantiated (Charges),,06/28/2004,No,,,,,,Instructions
11/25/2023,202200430,936087,Substantiated (Command Discipline B),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
11/25/2023,201310450,931185,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,"Closed: Plea set aside, Formalized Training",10/10/2017,Formalized Training
11/25/2023,201303046,924971,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 5 days,,Closed: Guilty after trial,09/10/2015,Forfeit vacation 5 days
11/25/2023,201115767,906515,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,04/03/2014,No penalty
11/25/2023,201809895,962711,Substantiated (Charges),,,Yes,,,,Closed: Retired,06/14/2023,
11/25/2023,200006604,913338,Substantiated (Instructions),,,No,,,,,,
11/25/2023,202202884,961881,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,05/17/2023,
11/25/2023,201510169,922716,Substantiated (Command Discipline B),,06/28/2017,No,,,,,,Command Discipline - B
11/25/2023,201405549,950627,Substantiated (Formalized Training),,11/28/2015,No,,,,,,Formalized Training
11/25/2023,200000281,917153,Substantiated (Command Discipline),,,No,,,,,,
11/25/2023,200204115,925583,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
11/25/2023,202101069,958193,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
11/25/2023,200805258,921334,Substantiated (Charges),,10/28/2009,No,,,,,,
11/25/2023,201603317,925028,Substantiated (Command Lvl Instructions),,06/28/2017,No,,,,,,Instructions
11/25/2023,201909867,918056,Substantiated (Charges),Substantiated (Charges),,Yes,Forfeit vacation 10 days,Dismissed,,Closed: Dismissed by Police Commissioner,12/16/2022,
11/25/2023,202205032,959016,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,202007372,947723,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Charges not served,07/31/2023,
11/25/2023,202004549,937848,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
11/25/2023,201207718,915250,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,04/23/2015,
11/25/2023,200510488,933626,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
11/25/2023,201802481,953969,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,Dismissed,,Closed: Not guilty after trial,10/14/2022,
11/25/2023,202201948,949656,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200308729,909299,Substantiated (Charges),,11/28/2004,No,,,,,,Retired
11/25/2023,200610087,936618,Substantiated (Charges),,12/28/2008,No,,,,,,Command Discipline - B
11/25/2023,200503812,892069,Substantiated (Instructions),,10/28/2005,No,,,,,,Instructions
11/25/2023,201702555,954154,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Command Discipline - A
11/25/2023,201405893,944536,Substantiated (Command Discipline B),,11/28/2015,No,,,,,,Command Discipline - A
11/25/2023,201502878,899574,Substantiated (Charges),,,Yes,Terminated,Forfeit vacation 8 days,,Closed: Guilty after trial,03/05/2018,Forfeit vacation 4 days
11/25/2023,202107492,968150,Substantiated (Formalized Training),Substantiated (Formalized Training),05/28/2023,No,,,,,,Formalized Training
11/25/2023,202008242,918637,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Retired
11/25/2023,200904342,906795,Substantiated (Charges),,08/28/2010,No,,,,,,No penalty
11/25/2023,200808781,933259,Substantiated (Command Discipline),,11/28/2011,No,,,,,,Vacation: 5 days
11/25/2023,200402233,917399,Substantiated (Charges),,12/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202006901,963224,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,No penalty
11/25/2023,201802481,946196,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,Forfeit vacation 20 days,,Closed: Guilty after trial,10/14/2022,Forfeit vacation 20 days
11/25/2023,201801532,949822,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,Forfeit vacation 3 days,,Closed: Guilty after trial,02/23/2021,Forfeit vacation 6 days
11/25/2023,202003054,933160,Substantiated (Command Discipline A),Substantiated (Command Discipline B),12/28/2022,No,,,,,,No penalty
11/25/2023,202206041,966873,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,201411074,951228,Substantiated (Charges),,,Yes,,,Forfeit vacation 8 days,Closed: Resolved by plea,03/15/2017,Forfeit vacation 8 days
11/25/2023,202206614,940184,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202202407,942960,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Retired,07/26/2023,
11/25/2023,200403901,902843,Substantiated (Charges),,09/28/2005,No,,,,,,Instructions
11/25/2023,201809544,945129,Substantiated (Command Discipline A),,03/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201102711,924971,Substantiated (Charges),,08/28/2012,No,,,,,,Instructions
11/25/2023,201102032,948275,Substantiated (Command Discipline),,08/28/2012,No,,,,,,No penalty
11/25/2023,202106260,966576,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202208690,951644,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, with discipline",10/25/2023,Forfeit vacation 3 days
11/25/2023,202105975,949670,Substantiated (Charges),Substantiated (Charges),,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,08/01/2023,
11/25/2023,201800958,907433,Substantiated (Formalized Training),,12/28/2018,No,,,,,,Instructions
11/25/2023,201507651,931728,Substantiated (Command Discipline A),,03/28/2017,No,,,,,,No penalty
11/25/2023,202103662,950823,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2022,No,,,,,,No penalty
11/25/2023,202201013,933910,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201407114,952833,Substantiated (Formalized Training),,01/28/2016,No,,,,,,Command Level Instructions
11/25/2023,201405432,942587,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,10/05/2016,Forfeit vacation 5 days
11/25/2023,201002696,944331,Substantiated (Charges),,08/28/2011,No,,,,,,Command Discipline - B
11/25/2023,201411079,944294,Substantiated (Command Discipline A),,04/28/2016,No,,,,,,Formalized Training
11/25/2023,202104156,932461,Substantiated (Command Discipline B),Substantiated (Command Discipline B),02/28/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
11/25/2023,201001405,929087,Substantiated (Command Discipline),,07/28/2011,No,,,,,,Instructions
11/25/2023,201310476,923891,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,10/14/2016,
11/25/2023,200600024,918975,Substantiated (Charges),,06/28/2010,No,,,,,,Vacation: 5 days
11/25/2023,200717508,938046,Substantiated (Command Discipline),,06/28/2009,No,,,,,,Command Discipline - A
11/25/2023,200303856,904750,Substantiated (Charges),,01/28/2005,No,,,,,,Vacation: 45 days / Probation: 360 days
11/25/2023,201410170,930188,Substantiated (Charges),,,Yes,,,Forfeit vacation 20 days,Closed: Resolved by plea,12/21/2016,Forfeit vacation 10 days
11/25/2023,202204530,921687,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,200205733,925355,Substantiated (Charges),,01/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202000872,939414,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,"Closed: Previously adjudicated, with discipline",10/22/2021,Forfeit vacation 2 days
11/25/2023,201910975,943832,Substantiated (Command Discipline A),Substantiated (Command Discipline A),02/28/2022,No,,,,,,No penalty
11/25/2023,200206355,921222,Substantiated (Command Discipline),,03/28/2004,No,,,,,,Instructions
11/25/2023,201402042,953225,Substantiated (Command Discipline B),,09/28/2015,No,,,,,,Command Discipline - B
11/25/2023,200907720,903169,Substantiated (Charges),,11/28/2010,No,,,,,,Instructions
11/25/2023,201304044,941203,Substantiated (Command Discipline),,11/28/2014,No,,,,,,Instructions
11/25/2023,202000291,962470,Substantiated (Formalized Training),Substantiated (Command Discipline A),02/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201906036,931483,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200609653,937040,Substantiated (Charges),,01/28/2008,No,,,,,,
11/25/2023,201301821,942071,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,10/25/2017,Forfeit vacation 10 days
11/25/2023,201700355,958715,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Command Discipline - A
11/25/2023,201502424,923130,Substantiated (Command Discipline A),,09/28/2016,No,,,,,,Command Discipline - A
11/25/2023,201406842,952417,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,10/14/2016,
11/25/2023,201902884,954841,Substantiated (Command Discipline A),,10/28/2020,No,,,,,,Command Discipline - A
11/25/2023,202006201,948411,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,Closed Administratively (Command Discipline - A)
11/25/2023,202006048,945169,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/28/2022,No,,,,,,No penalty
11/25/2023,202303867,953738,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202205982,958799,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200713579,922170,Substantiated (Charges),,03/28/2009,No,,,,,,No penalty
11/25/2023,201103000,931712,Substantiated (Charges),,09/28/2012,No,,,,,,Instructions
11/25/2023,201604285,935187,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
11/25/2023,200615694,919543,Substantiated (Charges),,04/28/2008,No,,,,,,No penalty
11/25/2023,201400875,934457,Substantiated (Instructions),,05/28/2014,No,,,,,,Instructions
11/25/2023,200616152,938110,Substantiated (Charges),,05/28/2008,No,,,,,,No penalty
11/25/2023,201508826,952007,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,Closed: Resolved by plea,03/27/2018,Forfeit vacation 7 days
11/25/2023,202000198,942501,Substantiated (Command Discipline B),Substantiated (Command Discipline B),08/28/2021,No,,,,,,Command Discipline - B
11/25/2023,201206774,901122,Substantiated (Command Discipline),,09/28/2013,No,,,,,,Instructions
11/25/2023,201901225,955586,Substantiated (Command Lvl Instructions),,07/28/2020,No,,,,,,Instructions
11/25/2023,201901298,930185,Substantiated (Command Discipline B),,07/28/2020,No,,,,,,Command Discipline - B
11/25/2023,201401876,946153,Substantiated (Charges),,,Yes,,,Reprimand,"Closed: Plea set aside, Formalized Training",07/31/2017,Formalized Training
11/25/2023,200400258,920657,Substantiated (Charges),,12/28/2005,No,,,,,,No penalty
11/25/2023,201406085,917334,Substantiated (Command Discipline B),,12/28/2015,No,,,,,,No penalty
11/25/2023,200609800,937040,Substantiated (Command Discipline),,10/28/2007,No,,,,,,
11/25/2023,200700151,936003,Substantiated (Charges),,06/28/2008,No,,,,,,No penalty
11/25/2023,200713880,905117,Substantiated (Command Discipline),,03/28/2009,No,,,,,,No penalty
11/25/2023,201804541,933762,Substantiated (Command Discipline A),,11/28/2019,No,,,,,,Instructions
11/25/2023,201303865,923106,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 8 days,,Closed: Guilty after trial,09/20/2016,Forfeit vacation 8 days
11/25/2023,201500673,952271,Substantiated (Formalized Training),,07/28/2016,No,,,,,,Formalized Training
11/25/2023,202007855,954826,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Charges not served,08/03/2023,
11/25/2023,202104260,968161,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2022,No,,,,,,Command Discipline - A
11/25/2023,202105545,948314,Substantiated (Command Discipline A),Substantiated (Command Discipline B),03/28/2023,No,,,,,,Command Discipline - B
11/25/2023,200000991,916348,Substantiated (Charges),,,No,,,,,,
11/25/2023,202106772,968178,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,Command Discipline - A
11/25/2023,202107117,943677,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200105724,895914,Substantiated (Charges),,03/28/2004,No,,,,,,Suspension: 45 days
11/25/2023,200912522,928017,Substantiated (No Recommendations),,02/28/2011,No,,,,,,No penalty
11/25/2023,201808958,930757,Substantiated (Command Discipline B),,08/28/2022,No,,,,,,Formalized Training
11/25/2023,200912901,924537,Substantiated (Charges),,02/28/2011,No,,,,,,No penalty
11/25/2023,200407038,931982,Substantiated (Charges),,10/28/2005,No,,,,,,Instructions
11/25/2023,201409827,951536,Substantiated (Command Discipline B),,03/28/2016,No,,,,,,Command Discipline - A
11/25/2023,201708495,920042,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Closed Administratively (No penalty reported)
11/25/2023,202104269,955284,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201909264,934257,Substantiated (Formalized Training),,11/28/2021,No,,,,,,Formalized Training
11/25/2023,202100898,962388,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201306122,935868,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,10/14/2015,
11/25/2023,202204324,962567,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,200301499,927030,Substantiated (Charges),,05/28/2005,No,,,,,,Vacation: 7 days
11/25/2023,202101100,965775,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,201606965,944583,Substantiated (Formalized Training),,01/28/2018,No,,,,,,Formalized Training
11/25/2023,202106755,957187,Substantiated (Command Discipline A),Substantiated (Command Discipline B),03/28/2023,No,,,,,,No penalty
